participant_name,ev,market,line,game,date
Kristaps Porzingis,22.615,player_assists_over_under,2.5,fantasy__2023-11-01__372d21f96f120b5be3befdd804e8b7c3__player_assists_over_under.json,2023-11-01
Kevon Looney,22.595,player_blocks_over_under,0.5,fantasy__2023-11-01__3bfb088f462639efe881210bc5034970__player_blocks_over_under.json,2023-11-01
Keegan Murray,22.525000000000002,player_blocks_over_under,0.5,fantasy__2023-11-01__3bfb088f462639efe881210bc5034970__player_blocks_over_under.json,2023-11-01
Zeke Nnaji,22.430000000000007,player_blocks_steals_over_under,0.5,fantasy__2023-11-01__3ec25da0ab9e11e9099100783231b47d__player_blocks_steals_over_under.json,2023-11-01
John Collins,22.264999999999997,player_assists_points_rebounds_over_under,23.5,fantasy__2023-11-01__60212c14e2aef3b083ece75bddd1f30e__player_assists_points_rebounds_over_under.json,2023-11-01
Jonas Valanciunas,22.0,player_blocks_steals_over_under,1.5,fantasy__2023-11-01__35965d479474c534b1f1970d5439cf32__player_blocks_steals_over_under.json,2023-11-01
Cade Cunningham,21.985,player_points_over_under,20.5,fantasy__2023-11-01__776a9be0ce8679c19c5c172a69e800c3__player_points_over_under.json,2023-11-01
Kevon Looney,21.98,player_steals_over_under,0.5,fantasy__2023-11-01__3bfb088f462639efe881210bc5034970__player_steals_over_under.json,2023-11-01
Dejounte Murray,21.94,player_points_over_under,20.5,fantasy__2023-11-01__4958815658f7ecee2cc2cafe16cea0d9__player_points_over_under.json,2023-11-01
Dario Saric,21.689999999999998,player_threes_over_under,0.5,fantasy__2023-11-01__3bfb088f462639efe881210bc5034970__player_threes_over_under.json,2023-11-01
Terry Rozier,21.310000000000002,player_rebounds_over_under,3.5,fantasy__2023-11-01__2ef6c9e4dbfa5905f2498f58a2d3d2de__player_rebounds_over_under.json,2023-11-01
Mikal Bridges,21.235,player_points_over_under,23.5,fantasy__2023-11-01__e1ac6a8f4b1a9a7438eba912a7404d81__player_points_over_under.json,2023-11-01
Maxi Kleber,21.230000000000004,player_blocks_over_under,0.5,fantasy__2023-11-01__6578130e9ff32752733d9e2ffa33e3e3__player_blocks_over_under.json,2023-11-01
Naz Reid,21.230000000000004,player_steals_over_under,0.5,fantasy__2023-11-01__3ec25da0ab9e11e9099100783231b47d__player_steals_over_under.json,2023-11-01
Coby White,20.895,player_steals_over_under,0.5,fantasy__2023-11-01__6578130e9ff32752733d9e2ffa33e3e3__player_steals_over_under.json,2023-11-01
Malachi Flynn,20.760000000000005,player_assists_points_over_under,6.5,fantasy__2023-11-01__ca377ad145035288690b14dff2536b0b__player_assists_points_over_under.json,2023-11-01
Quentin Grimes,20.485000000000003,player_rebounds_over_under,2.5,fantasy__2023-11-01__33efad5a2419a4fa92e8688fc0c05374__player_rebounds_over_under.json,2023-11-01
Taurean Prince,20.275000000000002,player_points_over_under,9.5,fantasy__2023-11-01__b5b06c705e07ce18bec754960b3f904f__player_points_over_under.json,2023-11-01
Andrew Wiggins,20.275000000000002,player_blocks_over_under,0.5,fantasy__2023-11-01__3bfb088f462639efe881210bc5034970__player_blocks_over_under.json,2023-11-01
Robert Williams,20.225,player_assists_points_rebounds_over_under,15.5,fantasy__2023-11-01__776a9be0ce8679c19c5c172a69e800c3__player_assists_points_rebounds_over_under.json,2023-11-01
Immanuel Quickley,19.840000000000003,player_steals_over_under,0.5,fantasy__2023-11-01__33efad5a2419a4fa92e8688fc0c05374__player_steals_over_under.json,2023-11-01
Bogdan Bogdanovic,19.640000000000004,player_assists_points_rebounds_over_under,16.5,fantasy__2023-11-01__4958815658f7ecee2cc2cafe16cea0d9__player_assists_points_rebounds_over_under.json,2023-11-01
Kentavious Caldwell-Pope,19.505000000000003,player_threes_over_under,1.5,fantasy__2023-11-01__3ec25da0ab9e11e9099100783231b47d__player_threes_over_under.json,2023-11-01
Matt Ryan,19.400000000000006,player_rebounds_over_under,1.5,fantasy__2023-11-01__35965d479474c534b1f1970d5439cf32__player_rebounds_over_under.json,2023-11-01
John Collins,19.35,player_blocks_over_under,0.5,fantasy__2023-11-01__60212c14e2aef3b083ece75bddd1f30e__player_blocks_over_under.json,2023-11-01
Giannis Antetokounmpo,19.299999999999997,player_blocks_steals_over_under,1.5,fantasy__2023-11-01__ca377ad145035288690b14dff2536b0b__player_blocks_steals_over_under.json,2023-11-01
Jaren Jackson Jr.,19.055,player_assists_points_rebounds_over_under,29.5,fantasy__2023-11-01__60212c14e2aef3b083ece75bddd1f30e__player_assists_points_rebounds_over_under.json,2023-11-01
Jalen Williams,18.605000000000004,player_assists_over_under,3.5,fantasy__2023-11-01__35965d479474c534b1f1970d5439cf32__player_assists_over_under.json,2023-11-01
Alperen Sengun,18.28,player_points_rebounds_over_under,26.5,fantasy__2023-11-01__2ef6c9e4dbfa5905f2498f58a2d3d2de__player_points_rebounds_over_under.json,2023-11-01
Saddiq Bey,18.119999999999997,player_assists_points_rebounds_over_under,18.5,fantasy__2023-11-01__4958815658f7ecee2cc2cafe16cea0d9__player_assists_points_rebounds_over_under.json,2023-11-01
Clint Capela,18.109999999999996,player_points_over_under,11.5,fantasy__2023-11-01__4958815658f7ecee2cc2cafe16cea0d9__player_points_over_under.json,2023-11-01
Naz Reid,18.015,player_points_over_under,11.5,fantasy__2023-11-01__3ec25da0ab9e11e9099100783231b47d__player_points_over_under.json,2023-11-01
Mike Conley,17.459999999999997,player_points_over_under,11.5,fantasy__2023-11-01__3ec25da0ab9e11e9099100783231b47d__player_points_over_under.json,2023-11-01
Kyle Lowry,17.365,player_rebounds_over_under,3.5,fantasy__2023-11-01__e1ac6a8f4b1a9a7438eba912a7404d81__player_rebounds_over_under.json,2023-11-01
Brook Lopez,17.355,player_blocks_over_under,1.5,fantasy__2023-11-01__ca377ad145035288690b14dff2536b0b__player_blocks_over_under.json,2023-11-01
Dejounte Murray,17.180000000000007,player_blocks_steals_over_under,1.5,fantasy__2023-11-01__4958815658f7ecee2cc2cafe16cea0d9__player_blocks_steals_over_under.json,2023-11-01
Ben Simmons,16.909999999999997,player_blocks_over_under,0.5,fantasy__2023-11-01__e1ac6a8f4b1a9a7438eba912a7404d81__player_blocks_over_under.json,2023-11-01
Toumani Camara,16.67,player_assists_rebounds_over_under,4.5,fantasy__2023-11-01__776a9be0ce8679c19c5c172a69e800c3__player_assists_rebounds_over_under.json,2023-11-01
Jaden Ivey,16.67,player_steals_over_under,0.5,fantasy__2023-11-01__776a9be0ce8679c19c5c172a69e800c3__player_steals_over_under.json,2023-11-01
Jimmy Butler,16.540000000000006,player_assists_rebounds_over_under,10.5,fantasy__2023-11-01__e1ac6a8f4b1a9a7438eba912a7404d81__player_assists_rebounds_over_under.json,2023-11-01
Cade Cunningham,16.0,player_assists_rebounds_over_under,10.5,fantasy__2023-11-01__776a9be0ce8679c19c5c172a69e800c3__player_assists_rebounds_over_under.json,2023-11-01
Bennedict Mathurin,15.450000000000003,player_assists_over_under,1.5,fantasy__2023-11-01__372d21f96f120b5be3befdd804e8b7c3__player_assists_over_under.json,2023-11-01
Christian Wood,15.299999999999997,player_threes_over_under,0.5,fantasy__2023-11-01__b5b06c705e07ce18bec754960b3f904f__player_threes_over_under.json,2023-11-01
Theo Maledon,15.299999999999997,player_steals_over_under,0.5,fantasy__2023-11-01__2ef6c9e4dbfa5905f2498f58a2d3d2de__player_steals_over_under.json,2023-11-01
Kyle Anderson,14.870000000000005,player_blocks_steals_over_under,1.5,fantasy__2023-11-01__3ec25da0ab9e11e9099100783231b47d__player_blocks_steals_over_under.json,2023-11-01
Mark Williams,14.719999999999999,player_blocks_steals_over_under,1.5,fantasy__2023-11-01__2ef6c9e4dbfa5905f2498f58a2d3d2de__player_blocks_steals_over_under.json,2023-11-01
Scoot Henderson,14.719999999999999,player_blocks_steals_over_under,1.5,fantasy__2023-11-01__776a9be0ce8679c19c5c172a69e800c3__player_blocks_steals_over_under.json,2023-11-01
Jalen Williams,14.719999999999999,player_blocks_steals_over_under,1.5,fantasy__2023-11-01__35965d479474c534b1f1970d5439cf32__player_blocks_steals_over_under.json,2023-11-01
Draymond Green,14.719999999999999,player_assists_rebounds_over_under,10.5,fantasy__2023-11-01__3bfb088f462639efe881210bc5034970__player_assists_rebounds_over_under.json,2023-11-01
Kentavious Caldwell-Pope,14.719999999999999,player_assists_over_under,1.5,fantasy__2023-11-01__3ec25da0ab9e11e9099100783231b47d__player_assists_over_under.json,2023-11-01
Evan Mobley,14.719999999999999,player_steals_over_under,0.5,fantasy__2023-11-01__33efad5a2419a4fa92e8688fc0c05374__player_steals_over_under.json,2023-11-01
De'Andre Hunter,14.630000000000003,player_threes_over_under,1.5,fantasy__2023-11-01__4958815658f7ecee2cc2cafe16cea0d9__player_threes_over_under.json,2023-11-01
Dorian Finney-Smith,14.560000000000002,player_blocks_steals_over_under,1.5,fantasy__2023-11-01__e1ac6a8f4b1a9a7438eba912a7404d81__player_blocks_steals_over_under.json,2023-11-01
Saddiq Bey,14.560000000000002,player_assists_rebounds_over_under,6.5,fantasy__2023-11-01__4958815658f7ecee2cc2cafe16cea0d9__player_assists_rebounds_over_under.json,2023-11-01
Chris Boucher,14.189999999999998,player_points_over_under,6.5,fantasy__2023-11-01__ca377ad145035288690b14dff2536b0b__player_points_over_under.json,2023-11-01
Al Horford,14.129999999999995,player_blocks_over_under,0.5,fantasy__2023-11-01__372d21f96f120b5be3befdd804e8b7c3__player_blocks_over_under.json,2023-11-01
Keyonte George,14.129999999999995,player_rebounds_over_under,2.5,fantasy__2023-11-01__60212c14e2aef3b083ece75bddd1f30e__player_rebounds_over_under.json,2023-11-01
Max Strus,14.129999999999995,player_assists_over_under,2.5,fantasy__2023-11-01__33efad5a2419a4fa92e8688fc0c05374__player_assists_over_under.json,2023-11-01
Theo Maledon,13.96,player_threes_over_under,0.5,fantasy__2023-11-01__2ef6c9e4dbfa5905f2498f58a2d3d2de__player_threes_over_under.json,2023-11-01
Peyton Watson,13.96,player_assists_rebounds_over_under,2.5,fantasy__2023-11-01__3ec25da0ab9e11e9099100783231b47d__player_assists_rebounds_over_under.json,2023-11-01
Georges Niang,13.96,player_points_rebounds_over_under,12.5,fantasy__2023-11-01__33efad5a2419a4fa92e8688fc0c05374__player_points_rebounds_over_under.json,2023-11-01
Domantas Sabonis,13.96,player_assists_points_over_under,27.5,fantasy__2023-11-01__3bfb088f462639efe881210bc5034970__player_assists_points_over_under.json,2023-11-01
Jalen Johnson,13.740000000000002,player_points_over_under,9.5,fantasy__2023-11-01__4958815658f7ecee2cc2cafe16cea0d9__player_points_over_under.json,2023-11-01
Herbert Jones,13.509999999999998,player_blocks_over_under,0.5,fantasy__2023-11-01__35965d479474c534b1f1970d5439cf32__player_blocks_over_under.json,2023-11-01
Bruce Brown,13.509999999999998,player_assists_over_under,2.5,fantasy__2023-11-01__372d21f96f120b5be3befdd804e8b7c3__player_assists_over_under.json,2023-11-01
Alex Caruso,13.340000000000003,player_blocks_steals_over_under,1.5,fantasy__2023-11-01__6578130e9ff32752733d9e2ffa33e3e3__player_blocks_steals_over_under.json,2023-11-01
Derrick White,13.340000000000003,player_blocks_steals_over_under,1.5,fantasy__2023-11-01__372d21f96f120b5be3befdd804e8b7c3__player_blocks_steals_over_under.json,2023-11-01
Julius Randle,13.340000000000003,player_rebounds_over_under,8.5,fantasy__2023-11-01__33efad5a2419a4fa92e8688fc0c05374__player_rebounds_over_under.json,2023-11-01
Reggie Jackson,13.340000000000003,player_rebounds_over_under,1.5,fantasy__2023-11-01__3ec25da0ab9e11e9099100783231b47d__player_rebounds_over_under.json,2023-11-01
Jayson Tatum,13.149999999999999,player_blocks_steals_over_under,1.5,fantasy__2023-11-01__372d21f96f120b5be3befdd804e8b7c3__player_blocks_steals_over_under.json,2023-11-01
De'Andre Hunter,13.149999999999999,player_steals_over_under,0.5,fantasy__2023-11-01__4958815658f7ecee2cc2cafe16cea0d9__player_steals_over_under.json,2023-11-01
Gradey Dick,12.689999999999998,player_rebounds_over_under,2.5,fantasy__2023-11-01__ca377ad145035288690b14dff2536b0b__player_rebounds_over_under.json,2023-11-01
Maxi Kleber,12.689999999999998,player_assists_over_under,1.5,fantasy__2023-11-01__6578130e9ff32752733d9e2ffa33e3e3__player_assists_over_under.json,2023-11-01
Chet Holmgren,12.689999999999998,player_steals_over_under,0.5,fantasy__2023-11-01__35965d479474c534b1f1970d5439cf32__player_steals_over_under.json,2023-11-01
Domantas Sabonis,12.5,player_blocks_steals_over_under,1.5,fantasy__2023-11-01__3bfb088f462639efe881210bc5034970__player_blocks_steals_over_under.json,2023-11-01
Taurean Prince,12.5,player_assists_over_under,1.5,fantasy__2023-11-01__b5b06c705e07ce18bec754960b3f904f__player_assists_over_under.json,2023-11-01
Dyson Daniels,12.030000000000001,player_assists_rebounds_over_under,6.5,fantasy__2023-11-01__35965d479474c534b1f1970d5439cf32__player_assists_rebounds_over_under.json,2023-11-01
Jonas Valanciunas,11.840000000000003,player_points_over_under,13.5,fantasy__2023-11-01__35965d479474c534b1f1970d5439cf32__player_points_over_under.json,2023-11-01
Donovan Mitchell,11.834999999999997,player_points_over_under,27.5,fantasy__2023-11-01__33efad5a2419a4fa92e8688fc0c05374__player_points_over_under.json,2023-11-01
Keegan Murray,11.61,player_blocks_steals_over_under,1.5,fantasy__2023-11-01__3bfb088f462639efe881210bc5034970__player_blocks_steals_over_under.json,2023-11-01
Austin Reaves,11.534999999999997,player_threes_over_under,1.5,fantasy__2023-11-01__b5b06c705e07ce18bec754960b3f904f__player_threes_over_under.json,2023-11-01
Chris Boucher,11.210000000000004,player_assists_points_rebounds_over_under,12.5,fantasy__2023-11-01__ca377ad145035288690b14dff2536b0b__player_assists_points_rebounds_over_under.json,2023-11-01
Bam Adebayo,11.130000000000003,player_blocks_steals_over_under,1.5,fantasy__2023-11-01__e1ac6a8f4b1a9a7438eba912a7404d81__player_blocks_steals_over_under.json,2023-11-01
Mike Conley,11.130000000000003,player_assists_rebounds_over_under,7.5,fantasy__2023-11-01__3ec25da0ab9e11e9099100783231b47d__player_assists_rebounds_over_under.json,2023-11-01
Kentavious Caldwell-Pope,11.130000000000003,player_rebounds_over_under,2.5,fantasy__2023-11-01__3ec25da0ab9e11e9099100783231b47d__player_rebounds_over_under.json,2023-11-01
Evan Mobley,11.130000000000003,player_assists_points_over_under,17.5,fantasy__2023-11-01__33efad5a2419a4fa92e8688fc0c05374__player_assists_points_over_under.json,2023-11-01
Mikal Bridges,11.049999999999997,player_assists_over_under,2.5,fantasy__2023-11-01__e1ac6a8f4b1a9a7438eba912a7404d81__player_assists_over_under.json,2023-11-01
Cade Cunningham,10.790000000000003,player_rebounds_over_under,4.5,fantasy__2023-11-01__776a9be0ce8679c19c5c172a69e800c3__player_rebounds_over_under.json,2023-11-01
Corey Kispert,10.399999999999999,player_rebounds_over_under,2.5,fantasy__2023-11-01__4958815658f7ecee2cc2cafe16cea0d9__player_rebounds_over_under.json,2023-11-01
Cam Reddish,10.399999999999999,player_rebounds_over_under,1.5,fantasy__2023-11-01__b5b06c705e07ce18bec754960b3f904f__player_rebounds_over_under.json,2023-11-01
Royce O'Neale,10.399999999999999,player_steals_over_under,0.5,fantasy__2023-11-01__e1ac6a8f4b1a9a7438eba912a7404d81__player_steals_over_under.json,2023-11-01
Robert Williams,10.170000000000002,player_points_over_under,7.5,fantasy__2023-11-01__776a9be0ce8679c19c5c172a69e800c3__player_points_over_under.json,2023-11-01
Pascal Siakam,10.170000000000002,player_assists_rebounds_over_under,11.5,fantasy__2023-11-01__ca377ad145035288690b14dff2536b0b__player_assists_rebounds_over_under.json,2023-11-01
Killian Hayes,10.170000000000002,player_rebounds_over_under,2.5,fantasy__2023-11-01__776a9be0ce8679c19c5c172a69e800c3__player_rebounds_over_under.json,2023-11-01
Dario Saric,10.170000000000002,player_rebounds_over_under,4.5,fantasy__2023-11-01__3bfb088f462639efe881210bc5034970__player_rebounds_over_under.json,2023-11-01
Bogdan Bogdanovic,10.170000000000002,player_assists_over_under,2.5,fantasy__2023-11-01__4958815658f7ecee2cc2cafe16cea0d9__player_assists_over_under.json,2023-11-01
Al Horford,10.170000000000002,player_assists_over_under,2.5,fantasy__2023-11-01__372d21f96f120b5be3befdd804e8b7c3__player_assists_over_under.json,2023-11-01
Herbert Jones,10.170000000000002,player_assists_over_under,2.5,fantasy__2023-11-01__35965d479474c534b1f1970d5439cf32__player_assists_over_under.json,2023-11-01
Christian Braun,10.170000000000002,player_assists_over_under,1.5,fantasy__2023-11-01__3ec25da0ab9e11e9099100783231b47d__player_assists_over_under.json,2023-11-01
Mason Plumlee,10.170000000000002,player_assists_points_over_under,6.5,fantasy__2023-11-01__b5b06c705e07ce18bec754960b3f904f__player_assists_points_over_under.json,2023-11-01
Killian Hayes,10.170000000000002,player_steals_over_under,1.5,fantasy__2023-11-01__776a9be0ce8679c19c5c172a69e800c3__player_steals_over_under.json,2023-11-01
Josh Giddey,9.985,player_points_over_under,15.5,fantasy__2023-11-01__35965d479474c534b1f1970d5439cf32__player_points_over_under.json,2023-11-01
Jalen Brunson,9.899999999999999,player_rebounds_over_under,3.5,fantasy__2023-11-01__33efad5a2419a4fa92e8688fc0c05374__player_rebounds_over_under.json,2023-11-01
Kevin Love,9.86,player_points_over_under,7.5,fantasy__2023-11-01__e1ac6a8f4b1a9a7438eba912a7404d81__player_points_over_under.json,2023-11-01
Jabari Smith Jr.,9.82,player_blocks_over_under,0.5,fantasy__2023-11-01__2ef6c9e4dbfa5905f2498f58a2d3d2de__player_blocks_over_under.json,2023-11-01
Trae Young,9.695,player_assists_over_under,9.5,fantasy__2023-11-01__4958815658f7ecee2cc2cafe16cea0d9__player_assists_over_under.json,2023-11-01
Marcus Smart,9.679999999999996,player_steals_over_under,1.5,fantasy__2023-11-01__60212c14e2aef3b083ece75bddd1f30e__player_steals_over_under.json,2023-11-01
Evan Mobley,9.495000000000005,player_assists_points_rebounds_over_under,27.5,fantasy__2023-11-01__33efad5a2419a4fa92e8688fc0c05374__player_assists_points_rebounds_over_under.json,2023-11-01
Theo Maledon,9.409999999999997,player_blocks_steals_over_under,0.5,fantasy__2023-11-01__2ef6c9e4dbfa5905f2498f58a2d3d2de__player_blocks_steals_over_under.json,2023-11-01
Ivica Zubac,9.409999999999997,player_assists_rebounds_over_under,8.5,fantasy__2023-11-01__b5b06c705e07ce18bec754960b3f904f__player_assists_rebounds_over_under.json,2023-11-01
Pat Connaughton,9.409999999999997,player_rebounds_over_under,3.5,fantasy__2023-11-01__ca377ad145035288690b14dff2536b0b__player_rebounds_over_under.json,2023-11-01
Zion Williamson,9.409999999999997,player_rebounds_over_under,6.5,fantasy__2023-11-01__35965d479474c534b1f1970d5439cf32__player_rebounds_over_under.json,2023-11-01
Chris Paul,9.409999999999997,player_rebounds_over_under,3.5,fantasy__2023-11-01__3bfb088f462639efe881210bc5034970__player_rebounds_over_under.json,2023-11-01
Myles Turner,9.409999999999997,player_assists_over_under,1.5,fantasy__2023-11-01__372d21f96f120b5be3befdd804e8b7c3__player_assists_over_under.json,2023-11-01
Robert Williams,9.409999999999997,player_assists_points_over_under,8.5,fantasy__2023-11-01__776a9be0ce8679c19c5c172a69e800c3__player_assists_points_over_under.json,2023-11-01
Marcus Smart,9.279999999999998,player_rebounds_over_under,3.5,fantasy__2023-11-01__60212c14e2aef3b083ece75bddd1f30e__player_rebounds_over_under.json,2023-11-01
Trae Young,9.259999999999998,player_threes_over_under,2.5,fantasy__2023-11-01__4958815658f7ecee2cc2cafe16cea0d9__player_threes_over_under.json,2023-11-01
Amen Thompson,9.149999999999999,player_rebounds_over_under,2.5,fantasy__2023-11-01__2ef6c9e4dbfa5905f2498f58a2d3d2de__player_rebounds_over_under.json,2023-11-01
Dorian Finney-Smith,9.119999999999997,player_assists_points_over_under,12.5,fantasy__2023-11-01__e1ac6a8f4b1a9a7438eba912a7404d81__player_assists_points_over_under.json,2023-11-01
Julius Randle,8.96,player_steals_over_under,0.5,fantasy__2023-11-01__33efad5a2419a4fa92e8688fc0c05374__player_steals_over_under.json,2023-11-01
Bobby Portis,8.805,player_points_over_under,9.5,fantasy__2023-11-01__ca377ad145035288690b14dff2536b0b__player_points_over_under.json,2023-11-01
Jordan Clarkson,8.619999999999997,player_assists_rebounds_over_under,8.5,fantasy__2023-11-01__60212c14e2aef3b083ece75bddd1f30e__player_assists_rebounds_over_under.json,2023-11-01
Maxi Kleber,8.619999999999997,player_rebounds_over_under,4.5,fantasy__2023-11-01__6578130e9ff32752733d9e2ffa33e3e3__player_rebounds_over_under.json,2023-11-01
John Konchar,8.619999999999997,player_rebounds_over_under,4.5,fantasy__2023-11-01__60212c14e2aef3b083ece75bddd1f30e__player_rebounds_over_under.json,2023-11-01
Josh Richardson,8.619999999999997,player_assists_over_under,1.5,fantasy__2023-11-01__e1ac6a8f4b1a9a7438eba912a7404d81__player_assists_over_under.json,2023-11-01
Jerami Grant,8.565000000000001,player_rebounds_over_under,4.5,fantasy__2023-11-01__776a9be0ce8679c19c5c172a69e800c3__player_rebounds_over_under.json,2023-11-01
Mikal Bridges,8.365000000000002,player_rebounds_over_under,4.5,fantasy__2023-11-01__e1ac6a8f4b1a9a7438eba912a7404d81__player_rebounds_over_under.json,2023-11-01
Max Strus,8.350000000000001,player_points_over_under,12.5,fantasy__2023-11-01__33efad5a2419a4fa92e8688fc0c05374__player_points_over_under.json,2023-11-01
Cade Cunningham,8.350000000000001,player_blocks_steals_over_under,1.5,fantasy__2023-11-01__776a9be0ce8679c19c5c172a69e800c3__player_blocks_steals_over_under.json,2023-11-01
Chet Holmgren,8.350000000000001,player_blocks_over_under,1.5,fantasy__2023-11-01__35965d479474c534b1f1970d5439cf32__player_blocks_over_under.json,2023-11-01
Dorian Finney-Smith,8.350000000000001,player_assists_rebounds_over_under,7.5,fantasy__2023-11-01__e1ac6a8f4b1a9a7438eba912a7404d81__player_assists_rebounds_over_under.json,2023-11-01
Mason Plumlee,8.350000000000001,player_assists_rebounds_over_under,7.5,fantasy__2023-11-01__b5b06c705e07ce18bec754960b3f904f__player_assists_rebounds_over_under.json,2023-11-01
Corey Kispert,8.350000000000001,player_assists_rebounds_over_under,3.5,fantasy__2023-11-01__4958815658f7ecee2cc2cafe16cea0d9__player_assists_rebounds_over_under.json,2023-11-01
Norman Powell,8.350000000000001,player_assists_points_over_under,15.5,fantasy__2023-11-01__b5b06c705e07ce18bec754960b3f904f__player_assists_points_over_under.json,2023-11-01
Isaiah Stewart,8.29,player_points_over_under,12.5,fantasy__2023-11-01__776a9be0ce8679c19c5c172a69e800c3__player_points_over_under.json,2023-11-01
Kyle Anderson,8.29,player_assists_over_under,4.5,fantasy__2023-11-01__3ec25da0ab9e11e9099100783231b47d__player_assists_over_under.json,2023-11-01
Jordan Clarkson,8.130000000000003,player_threes_over_under,1.5,fantasy__2023-11-01__60212c14e2aef3b083ece75bddd1f30e__player_threes_over_under.json,2023-11-01
Obi Toppin,7.925000000000001,player_threes_over_under,1.5,fantasy__2023-11-01__372d21f96f120b5be3befdd804e8b7c3__player_threes_over_under.json,2023-11-01
Killian Hayes,7.799999999999997,player_assists_rebounds_over_under,7.5,fantasy__2023-11-01__776a9be0ce8679c19c5c172a69e800c3__player_assists_rebounds_over_under.json,2023-11-01
Jaren Jackson Jr.,7.799999999999997,player_assists_rebounds_over_under,9.5,fantasy__2023-11-01__60212c14e2aef3b083ece75bddd1f30e__player_assists_rebounds_over_under.json,2023-11-01
Gary Trent Jr.,7.799999999999997,player_assists_rebounds_over_under,3.5,fantasy__2023-11-01__ca377ad145035288690b14dff2536b0b__player_assists_rebounds_over_under.json,2023-11-01
Al Horford,7.799999999999997,player_assists_rebounds_over_under,7.5,fantasy__2023-11-01__372d21f96f120b5be3befdd804e8b7c3__player_assists_rebounds_over_under.json,2023-11-01
Anthony Edwards,7.630000000000003,player_threes_over_under,2.5,fantasy__2023-11-01__3ec25da0ab9e11e9099100783231b47d__player_threes_over_under.json,2023-11-01
Bam Adebayo,7.605,player_steals_over_under,0.5,fantasy__2023-11-01__e1ac6a8f4b1a9a7438eba912a7404d81__player_steals_over_under.json,2023-11-01
Luke Kennard,7.520000000000003,player_blocks_steals_over_under,0.5,fantasy__2023-11-01__60212c14e2aef3b083ece75bddd1f30e__player_blocks_steals_over_under.json,2023-11-01
Amen Thompson,7.520000000000003,player_assists_rebounds_over_under,4.5,fantasy__2023-11-01__2ef6c9e4dbfa5905f2498f58a2d3d2de__player_assists_rebounds_over_under.json,2023-11-01
Gradey Dick,7.520000000000003,player_assists_rebounds_over_under,3.5,fantasy__2023-11-01__ca377ad145035288690b14dff2536b0b__player_assists_rebounds_over_under.json,2023-11-01
Trae Young,7.520000000000003,player_assists_rebounds_over_under,12.5,fantasy__2023-11-01__4958815658f7ecee2cc2cafe16cea0d9__player_assists_rebounds_over_under.json,2023-11-01
Dyson Daniels,7.520000000000003,player_rebounds_over_under,3.5,fantasy__2023-11-01__35965d479474c534b1f1970d5439cf32__player_rebounds_over_under.json,2023-11-01
Damian Lillard,7.460000000000001,player_threes_over_under,3.5,fantasy__2023-11-01__ca377ad145035288690b14dff2536b0b__player_threes_over_under.json,2023-11-01
Cam Thomas,7.399999999999999,player_threes_over_under,1.5,fantasy__2023-11-01__e1ac6a8f4b1a9a7438eba912a7404d81__player_threes_over_under.json,2023-11-01
Malik Beasley,7.380000000000003,player_rebounds_over_under,3.5,fantasy__2023-11-01__ca377ad145035288690b14dff2536b0b__player_rebounds_over_under.json,2023-11-01
Dario Saric,7.210000000000001,player_assists_rebounds_over_under,5.5,fantasy__2023-11-01__3bfb088f462639efe881210bc5034970__player_assists_rebounds_over_under.json,2023-11-01
David Roddy,7.210000000000001,player_assists_rebounds_over_under,5.5,fantasy__2023-11-01__60212c14e2aef3b083ece75bddd1f30e__player_assists_rebounds_over_under.json,2023-11-01
Max Strus,7.075000000000003,player_threes_over_under,2.5,fantasy__2023-11-01__33efad5a2419a4fa92e8688fc0c05374__player_threes_over_under.json,2023-11-01
Ausar Thompson,7.050000000000001,player_assists_over_under,3.5,fantasy__2023-11-01__776a9be0ce8679c19c5c172a69e800c3__player_assists_over_under.json,2023-11-01
Kevin Huerter,7.02,player_steals_over_under,0.5,fantasy__2023-11-01__3bfb088f462639efe881210bc5034970__player_steals_over_under.json,2023-11-01
Deni Avdija,6.939999999999998,player_assists_over_under,3.5,fantasy__2023-11-01__4958815658f7ecee2cc2cafe16cea0d9__player_assists_over_under.json,2023-11-01
Saddiq Bey,6.899999999999999,player_points_over_under,11.5,fantasy__2023-11-01__4958815658f7ecee2cc2cafe16cea0d9__player_points_over_under.json,2023-11-01
Jalen Green,6.879999999999999,player_rebounds_over_under,3.5,fantasy__2023-11-01__2ef6c9e4dbfa5905f2498f58a2d3d2de__player_rebounds_over_under.json,2023-11-01
Luguentz Dort,6.759999999999998,player_rebounds_over_under,4.5,fantasy__2023-11-01__35965d479474c534b1f1970d5439cf32__player_rebounds_over_under.json,2023-11-01
Draymond Green,6.720000000000002,player_assists_over_under,5.5,fantasy__2023-11-01__3bfb088f462639efe881210bc5034970__player_assists_over_under.json,2023-11-01
Keegan Murray,6.700000000000003,player_rebounds_over_under,6.5,fantasy__2023-11-01__3bfb088f462639efe881210bc5034970__player_rebounds_over_under.json,2023-11-01
Tyus Jones,6.649999999999999,player_threes_over_under,1.5,fantasy__2023-11-01__4958815658f7ecee2cc2cafe16cea0d9__player_threes_over_under.json,2023-11-01
Cam Reddish,6.649999999999999,player_threes_over_under,0.5,fantasy__2023-11-01__b5b06c705e07ce18bec754960b3f904f__player_threes_over_under.json,2023-11-01
Kelly Olynyk,6.649999999999999,player_threes_over_under,0.5,fantasy__2023-11-01__60212c14e2aef3b083ece75bddd1f30e__player_threes_over_under.json,2023-11-01
